Product ID,Category,Sub-Category,Product Name
OFF-SU-10003697,Office Supplies,Supplies,"Elite Scissors, High Speed"
FUR-FU-10001438,Furniture,Furnishings,"Rubbermaid Frame, Duo Pack"
OFF-FA-10000046,Office Supplies,Fasteners,"Advantus Staples, Bulk Pack"
FUR-TA-10002786,Furniture,Tables,"Lesro Computer Table, Fully Assembled"
OFF-SU-10004888,Office Supplies,Supplies,"Stiletto Shears, Steel"
OFF-PA-10001212,Office Supplies,Paper,"Xerox Message Books, Recycled"
TEC-MA-10003280,Technology,Machines,"Panasonic Receipt Printer, White"
OFF-BI-10001808,Office Supplies,Binders,"Cardinal Binding Machine, Clear"
FUR-FU-10003264,Furniture,Furnishings,"Rubbermaid Clock, Black"
FUR-BO-10001405,Furniture,Bookcases,"Bush Stackable Bookrack, Pine"
FUR-BO-10000022,Furniture,Bookcases,"Dania Floating Shelf Set, Traditional"
OFF-AR-10004739,Office Supplies,Art,"BIC Canvas, Easy-Erase"
OFF-FA-10001097,Office Supplies,Fasteners,"Accos Paper Clips, Assorted Sizes"
OFF-AR-10002902,Office Supplies,Art,"Sanford Canvas, Water Color"
FUR-FU-10001194,Furniture,Furnishings,"Rubbermaid Light Bulb, Duo Pack"
OFF-EN-10003087,Office Supplies,Envelopes,"Jiffy Peel and Seal, Security-Tint"
TEC-PH-10001573,Technology,Phones,"Nokia Smart Phone, with Caller ID"
OFF-AR-10003066,Office Supplies,Art,"Sanford Markers, Water Color"
OFF-ST-10000020,Office Supplies,Storage,"Fellowes Folders, Single Width"
TEC-CO-10002423,Technology,Copiers,"Canon Personal Copier, High-Speed"
OFF-BI-10003708,Office Supplies,Binders,"Avery Binder, Economy"
OFF-BI-10004328,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy"
OFF-SU-10001137,Office Supplies,Supplies,"Kleencut Scissors, High Speed"
OFF-AR-10001529,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Easy-Erase"
OFF-BI-10003320,Office Supplies,Binders,"Cardinal Hole Reinforcements, Recycled"
OFF-ST-10002622,Office Supplies,Storage,"Smead File Cart, Single Width"
OFF-ST-10002271,Office Supplies,Storage,"Rogers Shelving, Wire Frame"
FUR-CH-10001674,Furniture,Chairs,"Office Star Chairmat, Adjustable"
FUR-BO-10002318,Furniture,Bookcases,"Dania Classic Bookcase, Mobile"
FUR-CH-10002974,Furniture,Chairs,"SAFCO Rocking Chair, Red"
OFF-LA-10002733,Office Supplies,Labels,"Novimex File Folder Labels, Alphabetical"
FUR-TA-10001693,Furniture,Tables,"Bevis Training Table, with Bottom Storage"
FUR-FU-10000502,Furniture,Furnishings,"Deflect-O Clock, Black"
OFF-BI-10001643,Office Supplies,Binders,"Acco Binder, Recycled"
OFF-ST-10001547,Office Supplies,Storage,"Rogers Lockers, Industrial"
OFF-SU-10001137,Office Supplies,Supplies,"Kleencut Scissors, High Speed"
OFF-LA-10004832,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Alphabetical"
OFF-SU-10001578,Office Supplies,Supplies,"Stiletto Shears, High Speed"
OFF-SU-10000150,Office Supplies,Supplies,"Stiletto Ruler, Steel"
FUR-CH-10004255,Furniture,Chairs,"SAFCO Executive Leather Armchair, Red"
OFF-PA-10001536,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11"
FUR-CH-10004606,Furniture,Chairs,"Hon Rocking Chair, Red"
OFF-EN-10002955,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, with clear poly window"
TEC-MA-10001777,Technology,Machines,"Okidata Printer, Red"
TEC-MA-10003812,Technology,Machines,"Panasonic Printer, Wireless"
FUR-CH-10003772,Furniture,Chairs,"Office Star Chairmat, Red"
OFF-ST-10000130,Office Supplies,Storage,"Eldon Trays, Wire Frame"
FUR-TA-10000323,Furniture,Tables,"Lesro Round Table, Fully Assembled"
OFF-BI-10000972,Office Supplies,Binders,"Acco 3-Hole Punch, Economy"
OFF-AR-10003031,Office Supplies,Art,"Binney & Smith Pens, Fluorescent"
FUR-BO-10003734,Furniture,Bookcases,"Dania Classic Bookcase, Metal"
TEC-AC-10000494,Technology,Accessories,"Logitech Numeric Keypad, USB"
OFF-ST-10001999,Office Supplies,Storage,"Tenex Folders, Wire Frame"
OFF-AR-10004519,Office Supplies,Art,"Boston Canvas, Fluorescent"
OFF-FA-10000520,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack"
OFF-ST-10000288,Office Supplies,Storage,"Fellowes Lockers, Industrial"
FUR-FU-10004137,Furniture,Furnishings,"Tenex Light Bulb, Erganomic"
TEC-PH-10004823,Technology,Phones,"Nokia Smart Phone, Full Size"
OFF-ST-10004482,Office Supplies,Storage,"Rogers Shelving, Industrial"
OFF-AR-10000307,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase"
OFF-PA-10001905,Office Supplies,Paper,"Eaton Message Books, Recycled"
OFF-PA-10003868,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled"
OFF-AR-10000266,Office Supplies,Art,"BIC Markers, Fluorescent"
FUR-BO-10004914,Furniture,Bookcases,"Bush 3-Shelf Cabinet, Traditional"
OFF-BI-10000323,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Clear"
TEC-PH-10002035,Technology,Phones,"Samsung Smart Phone, Cordless"
OFF-LA-10000296,Office Supplies,Labels,"Hon Color Coded Labels, Adjustable"
FUR-BO-10004709,Furniture,Bookcases,"Bush Classic Bookcase, Pine"
OFF-SU-10003277,Office Supplies,Supplies,"Elite Ruler, Serrated"
OFF-ST-10004996,Office Supplies,Storage,"Tenex Trays, Blue"
TEC-MA-10003557,Technology,Machines,"Panasonic Inkjet, Durable"
OFF-AR-10000307,Office Supplies,Art,"Binney & Smith Markers, Easy-Erase"
TEC-AC-10004880,Technology,Accessories,"Logitech Keyboard, Programmable"
OFF-AR-10003005,Office Supplies,Art,"Boston Markers, Fluorescent"
OFF-LA-10004007,Office Supplies,Labels,"Harbour Creations Color Coded Labels, Adjustable"
OFF-ST-10001974,Office Supplies,Storage,"Rogers File Cart, Industrial"
OFF-BI-10002193,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Recycled"
OFF-BI-10000289,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled"
OFF-PA-10004589,Office Supplies,Paper,"Green Bar Computer Printout Paper, Multicolor"
TEC-PH-10002586,Technology,Phones,"Nokia Office Telephone, with Caller ID"
FUR-BO-10000596,Furniture,Bookcases,"Sauder Classic Bookcase, Mobile"
OFF-PA-10002616,Office Supplies,Paper,"Green Bar Parchment Paper, Multicolor"
OFF-PA-10002755,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor"
TEC-PH-10001732,Technology,Phones,"Samsung Audio Dock, Cordless"
OFF-FA-10004339,Office Supplies,Fasteners,"Stockwell Staples, Metal"
FUR-TA-10004005,Furniture,Tables,"Bevis Coffee Table, Rectangular"
TEC-MA-10000327,Technology,Machines,"Epson Phone, Durable"
OFF-AR-10001462,Office Supplies,Art,"Stanley Highlighters, Fluorescent"
OFF-ST-10002900,Office Supplies,Storage,"Smead Lockers, Wire Frame"
TEC-CO-10001839,Technology,Copiers,"Hewlett Fax and Copier, Laser"
TEC-PH-10000493,Technology,Phones,"Apple Smart Phone, Full Size"
OFF-SU-10000087,Office Supplies,Supplies,"Stiletto Ruler, High Speed"
FUR-CH-10000423,Furniture,Chairs,"Hon Chairmat, Set of Two"
OFF-BI-10002083,Office Supplies,Binders,"Acco Hole Reinforcements, Economy"
TEC-AC-10000140,Technology,Accessories,"Enermax Numeric Keypad, Bluetooth"
TEC-AC-10002263,Technology,Accessories,"SanDisk Memory Card, Bluetooth"
OFF-ST-10000127,Office Supplies,Storage,"Fellowes Shelving, Wire Frame"
OFF-SU-10000906,Office Supplies,Supplies,"Fiskars Shears, High Speed"
FUR-TA-10003179,Furniture,Tables,"Chromcraft Round Table, Adjustable Height"
OFF-AR-10002255,Office Supplies,Art,"Boston Sketch Pad, Water Color"
TEC-CO-10003124,Technology,Copiers,"Canon Ink, Laser"
OFF-BI-10001984,Office Supplies,Binders,"Ibico Binding Machine, Economy"
OFF-BI-10002225,Office Supplies,Binders,"Cardinal Binding Machine, Durable"
OFF-ST-10001597,Office Supplies,Storage,"Tenex Box, Single Width"
TEC-PH-10002586,Technology,Phones,"Nokia Office Telephone, with Caller ID"
OFF-ST-10002759,Office Supplies,Storage,"Eldon Shelving, Industrial"
OFF-AP-10001266,Office Supplies,Appliances,"Hoover Toaster, Black"
OFF-ST-10002555,Office Supplies,Storage,"Eldon Lockers, Industrial"
FUR-BO-10004445,Furniture,Bookcases,"Bush Stackable Bookrack, Pine"
FUR-BO-10001010,Furniture,Bookcases,"Dania Corner Shelving, Mobile"
OFF-FA-10000146,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes"
OFF-AR-10000475,Office Supplies,Art,"Sanford Canvas, Blue"
OFF-BI-10002047,Office Supplies,Binders,"Acco Index Tab, Durable"
FUR-TA-10004524,Furniture,Tables,"Bevis Round Table, with Bottom Storage"
OFF-SU-10003277,Office Supplies,Supplies,"Elite Ruler, Serrated"
OFF-SU-10004691,Office Supplies,Supplies,"Fiskars Scissors, Serrated"
OFF-AR-10000715,Office Supplies,Art,"Boston Markers, Blue"
TEC-MA-10000331,Technology,Machines,"Okidata Printer, White"
OFF-AR-10000785,Office Supplies,Art,"BIC Sketch Pad, Water Color"
FUR-CH-10004095,Furniture,Chairs,"Novimex Steel Folding Chair, Black"
OFF-SU-10001813,Office Supplies,Supplies,"Kleencut Ruler, Easy Grip"
TEC-PH-10001066,Technology,Phones,"Apple Smart Phone, Cordless"
OFF-AR-10000980,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color"
OFF-AR-10001626,Office Supplies,Art,"BIC Pens, Blue"
OFF-ST-10001025,Office Supplies,Storage,"Tenex Trays, Single Width"
TEC-MA-10003515,Technology,Machines,"Panasonic Printer, Red"
OFF-AR-10001898,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Fluorescent"
OFF-BI-10001717,Office Supplies,Binders,"Avery Hole Reinforcements, Durable"
OFF-ST-10002271,Office Supplies,Storage,"Rogers Shelving, Wire Frame"
OFF-FA-10001724,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes"
OFF-AP-10004511,Office Supplies,Appliances,"Cuisinart Refrigerator, Black"
OFF-BI-10003708,Office Supplies,Binders,"Cardinal Binder, Recycled"
OFF-BI-10001192,Office Supplies,Binders,"Cardinal Binder, Clear"
OFF-EN-10003817,Office Supplies,Envelopes,"Jiffy Business Envelopes, Security-Tint"
TEC-CO-10003516,Technology,Copiers,"Sharp Ink, High-Speed"
OFF-ST-10002659,Office Supplies,Storage,"Smead Shelving, Wire Frame"
OFF-PA-10000961,Office Supplies,Paper,"Green Bar Parchment Paper, Premium"
OFF-ST-10002151,Office Supplies,Storage,"Eldon Box, Blue"
TEC-PH-10002932,Technology,Phones,"Samsung Speaker Phone, VoIP"
OFF-SU-10003267,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip"
FUR-CH-10002085,Furniture,Chairs,"Novimex Steel Folding Chair, Red"
OFF-LA-10003795,Office Supplies,Labels,"Smead Round Labels, Alphabetical"
TEC-PH-10002623,Technology,Phones,"Cisco Smart Phone, with Caller ID"
OFF-LA-10000379,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set"
OFF-ST-10002172,Office Supplies,Storage,"Fellowes Trays, Blue"
OFF-ST-10004296,Office Supplies,Storage,"Smead Folders, Industrial"
FUR-CH-10002816,Furniture,Chairs,"Harbour Creations Swivel Stool, Adjustable"
TEC-CO-10000405,Technology,Copiers,"Canon Fax Machine, Digital"
OFF-BI-10000179,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy"
OFF-FA-10003836,Office Supplies,Fasteners,"Stockwell Rubber Bands, 12 Pack"
OFF-LA-10000880,Office Supplies,Labels,"Novimex Removable Labels, 5000 Label Set"
OFF-FA-10003730,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack"
FUR-CH-10001150,Furniture,Chairs,"SAFCO Steel Folding Chair, Red"
OFF-SU-10001889,Office Supplies,Supplies,"Kleencut Letter Opener, Easy Grip"
OFF-PA-10004589,Office Supplies,Paper,"Green Bar Computer Printout Paper, Multicolor"
OFF-BI-10002986,Office Supplies,Binders,"Avery Binder Covers, Recycled"
OFF-AR-10000594,Office Supplies,Art,"Binney & Smith Highlighters, Water Color"
TEC-CO-10004563,Technology,Copiers,"HP Copy Machine, Color"
FUR-FU-10000612,Furniture,Furnishings,"Tenex Frame, Black"
TEC-MA-10001015,Technology,Machines,"StarTech Card Printer, Durable"
OFF-BI-10001804,Office Supplies,Binders,"Avery Binder, Recycled"
OFF-AP-10001805,Office Supplies,Appliances,"KitchenAid Toaster, Silver"
OFF-ST-10001222,Office Supplies,Storage,"Eldon Shelving, Single Width"
OFF-AR-10001228,Office Supplies,Art,"Stanley Markers, Water Color"
TEC-PH-10001382,Technology,Phones,"Apple Office Telephone, Cordless"
OFF-LA-10003233,Office Supplies,Labels,"Avery Removable Labels, Alphabetical"
OFF-PA-10000961,Office Supplies,Paper,"Green Bar Parchment Paper, Premium"
OFF-PA-10002101,Office Supplies,Paper,"Xerox Parchment Paper, Multicolor"
FUR-BO-10003905,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile"
FUR-FU-10001760,Furniture,Furnishings,"Tenex Light Bulb, Black"
OFF-ST-10001025,Office Supplies,Storage,"Tenex Trays, Single Width"
OFF-AR-10003630,Office Supplies,Art,"Stanley Sketch Pad, Easy-Erase"
TEC-MA-10000331,Technology,Machines,"Okidata Printer, White"
OFF-EN-10000788,Office Supplies,Envelopes,"Jiffy Manila Envelope, Security-Tint"
OFF-LA-10000039,Office Supplies,Labels,"Smead Legal Exhibit Labels, Adjustable"
OFF-AR-10001482,Office Supplies,Art,"Stanley Markers, Easy-Erase"
TEC-MA-10003280,Technology,Machines,"Panasonic Receipt Printer, White"
OFF-BI-10001685,Office Supplies,Binders,"Avery Index Tab, Durable"
OFF-PA-10001523,Office Supplies,Paper,"Enermax Cards & Envelopes, Premium"
TEC-AC-10003711,Technology,Accessories,"Memorex Mouse, Erganomic"
TEC-CO-10001413,Technology,Copiers,"Hewlett Wireless Fax, High-Speed"
FUR-FU-10001366,Furniture,Furnishings,"Advantus Photo Frame, Duo Pack"
OFF-LA-10002651,Office Supplies,Labels,"Novimex Round Labels, Adjustable"
OFF-AR-10000659,Office Supplies,Art,"BIC Pencil Sharpener, Fluorescent"
FUR-TA-10003268,Furniture,Tables,"Lesro Round Table, Rectangular"
TEC-CO-10002962,Technology,Copiers,"Sharp Wireless Fax, Color"
OFF-PA-10003875,Office Supplies,Paper,"Enermax Memo Slips, Multicolor"
OFF-ST-10000355,Office Supplies,Storage,"Eldon Box, Wire Frame"
OFF-FA-10002577,Office Supplies,Fasteners,"Stockwell Push Pins, 12 Pack"
TEC-AC-10001100,Technology,Accessories,"Logitech Router, Bluetooth"
TEC-MA-10002043,Technology,Machines,"Epson Receipt Printer, White"
OFF-AR-10000266,Office Supplies,Art,"BIC Markers, Fluorescent"
OFF-PA-10001536,Office Supplies,Paper,"SanDisk Message Books, 8.5 x 11"
OFF-ST-10001050,Office Supplies,Storage,"Eldon Shelving, Blue"
FUR-BO-10001392,Furniture,Bookcases,"Sauder Classic Bookcase, Traditional"
FUR-CH-10002002,Furniture,Chairs,"Hon Rocking Chair, Black"
TEC-MA-10002435,Technology,Machines,"Epson Receipt Printer, Wireless"
OFF-PA-10003920,Office Supplies,Paper,"Xerox Parchment Paper, Premium"
FUR-CH-10003114,Furniture,Chairs,"Harbour Creations Swivel Stool, Red"
OFF-FA-10000670,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes"
OFF-AR-10003117,Office Supplies,Art,"BIC Pencil Sharpener, Blue"
OFF-FA-10000154,Office Supplies,Fasteners,"OIC Paper Clips, Bulk Pack"
OFF-LA-10001375,Office Supplies,Labels,"Smead Removable Labels, 5000 Label Set"
FUR-BO-10003905,Furniture,Bookcases,"Ikea Stackable Bookrack, Mobile"
OFF-PA-10000816,Office Supplies,Paper,"Enermax Memo Slips, Recycled"
TEC-PH-10003439,Technology,Phones,"Apple Audio Dock, VoIP"
OFF-AR-10003651,Office Supplies,Art,"Sanford Pens, Easy-Erase"
OFF-AR-10004825,Office Supplies,Art,"BIC Canvas, Fluorescent"
TEC-CO-10001926,Technology,Copiers,"Hewlett Wireless Fax, Laser"
FUR-BO-10000034,Furniture,Bookcases,"Safco Classic Bookcase, Pine"
OFF-BI-10001249,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled"
FUR-CH-10002335,Furniture,Chairs,"Hon Steel Folding Chair, Red"
TEC-AC-10004520,Technology,Accessories,"Memorex Flash Drive, Bluetooth"
OFF-ST-10003764,Office Supplies,Storage,"Tenex Box, Industrial"
OFF-FA-10004997,Office Supplies,Fasteners,"Accos Paper Clips, Bulk Pack"
TEC-MA-10002264,Technology,Machines,"Panasonic Printer, Durable"
FUR-TA-10002467,Furniture,Tables,"Lesro Conference Table, Adjustable Height"
OFF-ST-10003266,Office Supplies,Storage,"Tenex Lockers, Industrial"
OFF-ST-10002608,Office Supplies,Storage,"Eldon Box, Industrial"
OFF-LA-10004709,Office Supplies,Labels,"Avery Round Labels, Laser Printer Compatible"
OFF-PA-10003884,Office Supplies,Paper,"Eaton Message Books, Multicolor"
FUR-FU-10000432,Furniture,Furnishings,"Eldon Clock, Black"
FUR-FU-10002655,Furniture,Furnishings,"Deflect-O Door Stop, Black"
OFF-PA-10003518,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor"
FUR-CH-10001278,Furniture,Chairs,"SAFCO Chairmat, Black"
OFF-ST-10004489,Office Supplies,Storage,"Smead Lockers, Single Width"
OFF-LA-10001184,Office Supplies,Labels,"Novimex Legal Exhibit Labels, 5000 Label Set"
OFF-AR-10000319,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent"
OFF-PA-10001301,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor"
TEC-CO-10002240,Technology,Copiers,"Canon Copy Machine, High-Speed"
OFF-AR-10002681,Office Supplies,Art,"Stanley Canvas, Fluorescent"
OFF-ST-10003305,Office Supplies,Storage,"Rogers Box, Blue"
TEC-MA-10004655,Technology,Machines,"Konica Receipt Printer, White"
OFF-AP-10000423,Office Supplies,Appliances,"Breville Refrigerator, Red"
OFF-LA-10002029,Office Supplies,Labels,"Hon Round Labels, 5000 Label Set"
OFF-AR-10003005,Office Supplies,Art,"Boston Markers, Fluorescent"
OFF-SU-10003234,Office Supplies,Supplies,"Acme Box Cutter, Easy Grip"
FUR-CH-10002378,Furniture,Chairs,"Harbour Creations Swivel Stool, Black"
OFF-BI-10002354,Office Supplies,Binders,"Acco Binder, Clear"
TEC-AC-10002263,Technology,Accessories,"SanDisk Memory Card, Bluetooth"
OFF-FA-10000520,Office Supplies,Fasteners,"Stockwell Paper Clips, Bulk Pack"
TEC-PH-10001432,Technology,Phones,"Motorola Signal Booster, Cordless"
OFF-AP-10000172,Office Supplies,Appliances,"Cuisinart Toaster, Silver"
OFF-AR-10000184,Office Supplies,Art,"Boston Pencil Sharpener, Water Color"
OFF-FA-10004754,Office Supplies,Fasteners,"Advantus Rubber Bands, 12 Pack"
OFF-BI-10000171,Office Supplies,Binders,"Wilson Jones Index Tab, Recycled"
OFF-LA-10000648,Office Supplies,Labels,"Harbour Creations Round Labels, Alphabetical"
OFF-AR-10002852,Office Supplies,Art,"Stanley Pens, Fluorescent"
FUR-FU-10000718,Furniture,Furnishings,"Tenex Stacking Tray, Erganomic"
TEC-AC-10000097,Technology,Accessories,"Memorex Keyboard, Bluetooth"
TEC-PH-10001382,Technology,Phones,"Apple Office Telephone, Cordless"
TEC-MA-10004669,Technology,Machines,"Epson Inkjet, Wireless"
OFF-LA-10004753,Office Supplies,Labels,"Novimex Round Labels, Laser Printer Compatible"
TEC-MA-10004609,Technology,Machines,"Okidata Inkjet, White"
OFF-ST-10002042,Office Supplies,Storage,"Fellowes Folders, Industrial"
OFF-SU-10002094,Office Supplies,Supplies,"Acme Letter Opener, Steel"
OFF-AP-10004511,Office Supplies,Appliances,"Cuisinart Refrigerator, Black"
OFF-AR-10000184,Office Supplies,Art,"Boston Pencil Sharpener, Water Color"
OFF-EN-10003177,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Recycled"
OFF-LA-10004148,Office Supplies,Labels,"Smead File Folder Labels, 5000 Label Set"
OFF-SU-10004627,Office Supplies,Supplies,"Stiletto Box Cutter, High Speed"
OFF-BI-10002289,Office Supplies,Binders,"Ibico Binder, Economy"
OFF-AR-10003457,Office Supplies,Art,"Sanford Sketch Pad, Water Color"
OFF-BI-10002040,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled"
OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase"
OFF-EN-10004597,Office Supplies,Envelopes,"GlobeWeis Peel and Seal, Set of 50"
OFF-AR-10001777,Office Supplies,Art,"Binney & Smith Sketch Pad, Water Color"
OFF-AR-10001228,Office Supplies,Art,"Stanley Markers, Water Color"
FUR-BO-10003604,Furniture,Bookcases,"Ikea Corner Shelving, Mobile"
TEC-MA-10002249,Technology,Machines,"StarTech Calculator, Wireless"
OFF-SU-10003130,Office Supplies,Supplies,"Acme Trimmer, Serrated"
OFF-EN-10000648,Office Supplies,Envelopes,"Jiffy Peel and Seal, with clear poly window"
TEC-PH-10004879,Technology,Phones,"Nokia Headset, Cordless"
OFF-EN-10000897,Office Supplies,Envelopes,"Kraft Mailers, Set of 50"
OFF-BI-10001723,Office Supplies,Binders,"Avery Binder, Clear"
OFF-PA-10001795,Office Supplies,Paper,"Green Bar Message Books, Premium"
FUR-BO-10004947,Furniture,Bookcases,"Safco Stackable Bookrack, Pine"
TEC-PH-10001432,Technology,Phones,"Motorola Signal Booster, Cordless"
OFF-ST-10003785,Office Supplies,Storage,"Eldon Lockers, Blue"
OFF-AR-10000703,Office Supplies,Art,"BIC Pens, Water Color"
TEC-AC-10003666,Technology,Accessories,"Memorex Router, Bluetooth"
OFF-ST-10002720,Office Supplies,Storage,"Rogers Shelving, Blue"
FUR-BO-10001892,Furniture,Bookcases,"Sauder Library with Doors, Pine"
OFF-AR-10002991,Office Supplies,Art,"Binney & Smith Markers, Blue"
TEC-MA-10004452,Technology,Machines,"Epson Receipt Printer, Durable"
OFF-BI-10000115,Office Supplies,Binders,"Acco Hole Reinforcements, Clear"
FUR-CH-10001582,Furniture,Chairs,"Office Star Executive Leather Armchair, Black"
TEC-AC-10004341,Technology,Accessories,"Belkin Mouse, USB"
TEC-PH-10000270,Technology,Phones,"Apple Office Telephone, VoIP"
OFF-ST-10001818,Office Supplies,Storage,"Smead Trays, Blue"
OFF-SU-10004230,Office Supplies,Supplies,"Kleencut Scissors, Serrated"
OFF-ST-10001562,Office Supplies,Storage,"Fellowes Box, Industrial"
OFF-SU-10001657,Office Supplies,Supplies,"Acme Box Cutter, High Speed"
FUR-FU-10003069,Furniture,Furnishings,"Deflect-O Photo Frame, Durable"
OFF-LA-10000134,Office Supplies,Labels,"Harbour Creations Removable Labels, 5000 Label Set"
OFF-SU-10004244,Office Supplies,Supplies,"Elite Letter Opener, Easy Grip"
OFF-PA-10001869,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11"
TEC-CO-10003228,Technology,Copiers,"Hewlett Copy Machine, Laser"
OFF-AP-10001169,Office Supplies,Appliances,"Cuisinart Microwave, White"
OFF-LA-10004727,Office Supplies,Labels,"Hon File Folder Labels, Laser Printer Compatible"
FUR-BO-10003007,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal"
TEC-CO-10000178,Technology,Copiers,"Hewlett Ink, Laser"
OFF-AR-10004492,Office Supplies,Art,"BIC Canvas, Blue"
OFF-BI-10003650,Office Supplies,Binders,"Ibico Index Tab, Clear"
FUR-BO-10001831,Furniture,Bookcases,"Sauder Floating Shelf Set, Metal"
OFF-PA-10003424,Office Supplies,Paper,"Enermax Computer Printout Paper, 8.5 x 11"
OFF-ST-10001758,Office Supplies,Storage,"Rogers Lockers, Blue"
OFF-LA-10004744,Office Supplies,Labels,"Smead Shipping Labels, Alphabetical"
OFF-AR-10000091,Office Supplies,Art,"BIC Highlighters, Water Color"
OFF-FA-10004175,Office Supplies,Fasteners,"Stockwell Push Pins, Assorted Sizes"
FUR-BO-10000265,Furniture,Bookcases,"Bush Floating Shelf Set, Pine"
OFF-BI-10002172,Office Supplies,Binders,"Acco Binding Machine, Recycled"
OFF-AR-10000980,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color"
OFF-ST-10003641,Office Supplies,Storage,"Fellowes Trays, Wire Frame"
TEC-MA-10001569,Technology,Machines,"Okidata Phone, Red"
OFF-AR-10000584,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color"
OFF-BI-10001717,Office Supplies,Binders,"Avery Hole Reinforcements, Durable"
OFF-PA-10004069,Office Supplies,Paper,"SanDisk Parchment Paper, 8.5 x 11"
OFF-FA-10004993,Office Supplies,Fasteners,"OIC Paper Clips, Metal"
OFF-AR-10000079,Office Supplies,Art,"Stanley Pencil Sharpener, Fluorescent"
OFF-EN-10003936,Office Supplies,Envelopes,"Cameo Peel and Seal, with clear poly window"
TEC-PH-10001382,Technology,Phones,"Apple Office Telephone, Cordless"
OFF-FA-10000179,Office Supplies,Fasteners,"Advantus Paper Clips, Metal"
OFF-EN-10003465,Office Supplies,Envelopes,"Cameo Peel and Seal, Security-Tint"
OFF-BI-10004924,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy"
OFF-BI-10002799,Office Supplies,Binders,"Cardinal Binder Covers, Clear"
OFF-EN-10004404,Office Supplies,Envelopes,"Jiffy Manila Envelope, with clear poly window"
OFF-BI-10002040,Office Supplies,Binders,"Ibico 3-Hole Punch, Recycled"
FUR-CH-10001150,Furniture,Chairs,"SAFCO Steel Folding Chair, Red"
TEC-AC-10001187,Technology,Accessories,"Memorex Keyboard, USB"
TEC-MA-10003078,Technology,Machines,"Epson Printer, White"
TEC-PH-10000705,Technology,Phones,"Apple Headset, Cordless"
OFF-PA-10001223,Office Supplies,Paper,"SanDisk Cards & Envelopes, Premium"
OFF-AP-10003298,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Black"
OFF-EN-10002104,Office Supplies,Envelopes,"Cameo Mailers, with clear poly window"
FUR-CH-10003249,Furniture,Chairs,"Office Star Steel Folding Chair, Black"
OFF-LA-10002900,Office Supplies,Labels,"Harbour Creations File Folder Labels, Alphabetical"
OFF-AR-10001626,Office Supplies,Art,"BIC Pens, Blue"
TEC-MA-10002779,Technology,Machines,"Panasonic Receipt Printer, Red"
OFF-AR-10000319,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent"
FUR-BO-10000847,Furniture,Bookcases,"Dania Stackable Bookrack, Mobile"
OFF-LA-10004709,Office Supplies,Labels,"Avery Round Labels, Laser Printer Compatible"
OFF-BI-10001544,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear"
OFF-LA-10000341,Office Supplies,Labels,"Smead Shipping Labels, 5000 Label Set"
FUR-CH-10002819,Furniture,Chairs,"SAFCO Chairmat, Red"
OFF-LA-10001738,Office Supplies,Labels,"Novimex Color Coded Labels, Alphabetical"
TEC-CO-10004147,Technology,Copiers,"Brother Fax and Copier, High-Speed"
TEC-AC-10003611,Technology,Accessories,"Memorex Mouse, USB"
OFF-ST-10000288,Office Supplies,Storage,"Fellowes Lockers, Industrial"
FUR-CH-10002212,Furniture,Chairs,"Novimex Swivel Stool, Adjustable"
OFF-BI-10003708,Office Supplies,Binders,"Avery Binder, Economy"
